branch	metric	n	remission	nonremission	mean_remission	mean_nonremission	estimate	se	lower	upper	p_OLS	se_HC3	lower_HC3	upper_HC3	p_HC3	p_exact_permutation	BH_two_main
author_annotated::all_fixed::threshold10	total_epi_linear_change	18	6	12	0.582847291576672	-0.139627257702938	0.72247454927961	0.635091055986401	-0.623858345793984	2.0688074443532	0.272040318032442	0.545187290978206	-0.433270877933168	1.87821997649239	0.20372312085777	0.270038784744667	NA
author_annotated::v31_only::threshold10	delta_ct_logit_epi	15	6	9	-0.138807096013115	0.0817992248723403	-0.220606320885455	0.275841660321678	-0.816525997991064	0.375313356220153	0.438221710070467	0.309535526934566	-0.889317171336585	0.448104529565674	0.488626475372976	0.433966033966034	NA
author_annotated::v31_only::threshold10	delta_ct_logit_all	15	6	9	0.641160114701904	-0.155331434304955	0.796491549006859	0.542427537423976	-0.375351901246197	1.96833499925991	0.165777386295221	0.572736665880578	-0.440830792368544	2.03381389038226	0.187671304875489	0.166633366633367	NA
author_annotated::v31_only::threshold10	delta_ct_state_score	14	6	8	1.76825296330389	-0.231983369085037	2.00023633238893	1.18818101424718	-0.588587705419844	4.5890603701977	0.118101333062911	1.1436803195274	-0.491629020835287	4.49210168561314	0.10580747016116	0.119214119214119	NA
author_annotated::v31_only::threshold10	delta_epi_score	15	6	9	1.18794679901817	-0.182981375937653	1.37092817495582	0.869217551102723	-0.506902178093844	3.24875852800549	0.138764301367564	0.773674361765575	-0.300493666511378	3.04235001642303	0.0998213174276798	0.138861138861139	NA
author_annotated::v31_only::threshold10	composition_contribution	14	6	8	-0.107675472752604	0.0758726575104255	-0.183548130263029	0.142096049478298	-0.493148825911374	0.126052565385315	0.220779484052126	0.146445091514897	-0.502624574497479	0.13552831397142	0.233945977081763	0.216450216450216	NA
author_annotated::v31_only::threshold10	within_state_contribution	14	6	8	0.690522764329275	-0.388071215433607	1.07859397976288	0.643369410725405	-0.323187546541073	2.48037550606684	0.119480743937603	0.62557406745526	-0.284414824315751	2.44160278384152	0.110317448995219	0.119214119214119	NA
author_annotated::v31_only::threshold10	total_epi_linear_change	14	6	8	0.582847291576672	-0.312198557923182	0.895045849499853	0.706429904798824	-0.644132690336424	2.43422438933613	0.229193704450412	0.686157533615666	-0.599962987914783	2.39005468691449	0.216550372934139	0.226773226773227	NA
author_annotated::author_both::threshold10	delta_ct_logit_epi	17	4	13	-0.104927989517946	0.0387587810426561	-0.143686770560602	0.362770642479234	-0.916914091615393	0.62954055049419	0.697621847899886	0.460229171709215	-1.12464202945356	0.837268488332357	0.759181181594009	0.689915966386555	NA
author_annotated::author_both::threshold10	delta_ct_logit_all	17	4	13	1.241121750238	-0.186169190036442	1.42729094027444	0.533411865764756	0.29035046139396	2.56423141915492	0.0172772824124371	0.338939238740244	0.704859053889171	2.14972282665971	0.00075584384650148	0.0151260504201681	NA
